series_name,country_name,category,income_group,year,value
"Life expectancy at birth, total (years)",Afghanistan,Health Outcomes,Low-Income Countries,2007,59.111
"Life expectancy at birth, total (years)",Bangladesh,Health Outcomes,Low-Income Countries,2007,66.714
"Life expectancy at birth, total (years)",Uganda,Health Outcomes,Low-Income Countries,2007,55.236
"Life expectancy at birth, total (years)",Nepal,Health Outcomes,Low-Income Countries,2007,66.329
"Life expectancy at birth, total (years)",Mozambique,Health Outcomes,Low-Income Countries,2007,52.566
"Life expectancy at birth, total (years)",Sudan,Health Outcomes,Low-Income Countries,2007,61.256
"Life expectancy at birth, total (years)",Madagascar,Health Outcomes,Low-Income Countries,2007,61.757
"Life expectancy at birth, total (years)",Rwanda,Health Outcomes,Low-Income Countries,2007,59.965
Lifetime risk of maternal death (%),United States,Health Outcomes,High-Income Countries,2007,0.0274380869525204
Lifetime risk of maternal death (%),Germany,Health Outcomes,High-Income Countries,2007,0.0090356921547252
Lifetime risk of maternal death (%),Japan,Health Outcomes,High-Income Countries,2007,0.0085785044746756
Lifetime risk of maternal death (%),Norway,Health Outcomes,High-Income Countries,2007,0.0086090438512992
Lifetime risk of maternal death (%),Australia,Health Outcomes,High-Income Countries,2007,0.0106482515264707
Lifetime risk of maternal death (%),"Korea, Rep.",Health Outcomes,High-Income Countries,2007,0.0105366627962419
Lifetime risk of maternal death (%),Canada,Health Outcomes,High-Income Countries,2007,0.0146738817017305
Lifetime risk of maternal death (%),United Kingdom,Health Outcomes,High-Income Countries,2007,0.0185102813437694
Lifetime risk of maternal death (%),Switzerland,Health Outcomes,High-Income Countries,2007,0.0116509232012326
Lifetime risk of maternal death (%),Italy,Health Outcomes,High-Income Countries,2007,0.0098542528069741
Lifetime risk of maternal death (%),Sweden,Health Outcomes,High-Income Countries,2007,0.0088276896365034
Lifetime risk of maternal death (%),Brazil,Health Outcomes,Middle-Income Countries,2007,0.148520679666464
Lifetime risk of maternal death (%),India,Health Outcomes,Middle-Income Countries,2007,0.712438468516915
Lifetime risk of maternal death (%),South Africa,Health Outcomes,Middle-Income Countries,2007,0.523248386902897
Lifetime risk of maternal death (%),Mexico,Health Outcomes,Middle-Income Countries,2007,0.154076348767199
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,Middle-Income Countries,2007,0.682823472163198
Lifetime risk of maternal death (%),Philippines,Health Outcomes,Middle-Income Countries,2007,0.439361931582015
Lifetime risk of maternal death (%),"Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2007,0.164901398246998
Lifetime risk of maternal death (%),Colombia,Health Outcomes,Middle-Income Countries,2007,0.200462868792061
Lifetime risk of maternal death (%),Argentina,Health Outcomes,Middle-Income Countries,2007,0.151276926778675
Lifetime risk of maternal death (%),Viet Nam,Health Outcomes,Middle-Income Countries,2007,0.1317249
Lifetime risk of maternal death (%),Morocco,Health Outcomes,Middle-Income Countries,2007,0.45782178032238
Lifetime risk of maternal death (%),Nigeria,Health Outcomes,Low-Income Countries,2007,6.37014092008537
Lifetime risk of maternal death (%),Ethiopia,Health Outcomes,Low-Income Countries,2007,4.50105709628911
Lifetime risk of maternal death (%),Haiti,Health Outcomes,Low-Income Countries,2007,1.3386468446989
Lifetime risk of maternal death (%),Afghanistan,Health Outcomes,Low-Income Countries,2007,7.06980966381942
Lifetime risk of maternal death (%),Bangladesh,Health Outcomes,Low-Income Countries,2007,1.14801847322421
Lifetime risk of maternal death (%),Uganda,Health Outcomes,Low-Income Countries,2007,2.42258658645679
Lifetime risk of maternal death (%),Nepal,Health Outcomes,Low-Income Countries,2007,1.20105935571236
Lifetime risk of maternal death (%),Mozambique,Health Outcomes,Low-Income Countries,2007,2.14544771567526
Lifetime risk of maternal death (%),Sudan,Health Outcomes,Low-Income Countries,2007,2.20515261791615
Lifetime risk of maternal death (%),Madagascar,Health Outcomes,Low-Income Countries,2007,2.74731370230527
Lifetime risk of maternal death (%),Rwanda,Health Outcomes,Low-Income Countries,2007,2.28495880223054
Number of maternal deaths,United States,Health Outcomes,High-Income Countries,2007,570.0
Number of maternal deaths,Germany,Health Outcomes,High-Income Countries,2007,44.0
Number of maternal deaths,Japan,Health Outcomes,High-Income Countries,2007,69.0
Number of maternal deaths,Norway,Health Outcomes,High-Income Countries,2007,3.0
Number of maternal deaths,Australia,Health Outcomes,High-Income Countries,2007,15.0
Number of maternal deaths,"Korea, Rep.",Health Outcomes,High-Income Countries,2007,47.0
Number of maternal deaths,Canada,Health Outcomes,High-Income Countries,2007,38.0
Number of maternal deaths,United Kingdom,Health Outcomes,High-Income Countries,2007,82.0
Number of maternal deaths,Switzerland,Health Outcomes,High-Income Countries,2007,6.0
Number of maternal deaths,Italy,Health Outcomes,High-Income Countries,2007,40.0
Number of maternal deaths,Sweden,Health Outcomes,High-Income Countries,2007,5.0
Number of maternal deaths,Brazil,Health Outcomes,Middle-Income Countries,2007,2200.0
Number of maternal deaths,India,Health Outcomes,Middle-Income Countries,2007,63000.0
Number of maternal deaths,South Africa,Health Outcomes,Middle-Income Countries,2007,2500.0
Number of maternal deaths,Mexico,Health Outcomes,Middle-Income Countries,2007,1300.0
Number of maternal deaths,Indonesia,Health Outcomes,Middle-Income Countries,2007,12000.0
Number of maternal deaths,Philippines,Health Outcomes,Middle-Income Countries,2007,2800.0
Number of maternal deaths,"Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2007,1000.0
Number of maternal deaths,Colombia,Health Outcomes,Middle-Income Countries,2007,650.0
Number of maternal deaths,Argentina,Health Outcomes,Middle-Income Countries,2007,450.0
Number of maternal deaths,Viet Nam,Health Outcomes,Middle-Income Countries,2007,920.0
Number of maternal deaths,Morocco,Health Outcomes,Middle-Income Countries,2007,1100.0
Number of maternal deaths,Nigeria,Health Outcomes,Low-Income Countries,2007,68000.0
Number of maternal deaths,Ethiopia,Health Outcomes,Low-Income Countries,2007,25000.0
Number of maternal deaths,Haiti,Health Outcomes,Low-Income Countries,2007,970.0
Number of maternal deaths,Afghanistan,Health Outcomes,Low-Income Countries,2007,12000.0
Number of maternal deaths,Bangladesh,Health Outcomes,Low-Income Countries,2007,13000.0
Number of maternal deaths,Uganda,Health Outcomes,Low-Income Countries,2007,5100.0
Number of maternal deaths,Nepal,Health Outcomes,Low-Income Countries,2007,2300.0
Number of maternal deaths,Mozambique,Health Outcomes,Low-Income Countries,2007,3300.0
Number of maternal deaths,Sudan,Health Outcomes,Low-Income Countries,2007,5100.0
Number of maternal deaths,Madagascar,Health Outcomes,Low-Income Countries,2007,3900.0
Number of maternal deaths,Rwanda,Health Outcomes,Low-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",United States,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Germany,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Japan,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Norway,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Australia,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Korea, Rep.",Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Canada,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",United Kingdom,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Switzerland,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Italy,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Sweden,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Brazil,Health Outcomes,Middle-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",India,Health Outcomes,Middle-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",South Africa,Health Outcomes,Middle-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Mexico,Health Outcomes,Middle-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Indonesia,Health Outcomes,Middle-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Philippines,Health Outcomes,Middle-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Colombia,Health Outcomes,Middle-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Argentina,Health Outcomes,Middle-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Viet Nam,Health Outcomes,Middle-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Morocco,Health Outcomes,Middle-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Nigeria,Health Outcomes,Low-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Ethiopia,Health Outcomes,Low-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Haiti,Health Outcomes,Low-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,Low-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Bangladesh,Health Outcomes,Low-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Uganda,Health Outcomes,Low-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Nepal,Health Outcomes,Low-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Mozambique,Health Outcomes,Low-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Sudan,Health Outcomes,Low-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Madagascar,Health Outcomes,Low-Income Countries,2007,1700.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Rwanda,Health Outcomes,Low-Income Countries,2007,1700.0
"Cause of death, by non-communicable diseases (% of total)",United States,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by non-communicable diseases (% of total)",Germany,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by non-communicable diseases (% of total)",Japan,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by non-communicable diseases (% of total)",Norway,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by non-communicable diseases (% of total)",Australia,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by non-communicable diseases (% of total)","Korea, Rep.",Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by non-communicable diseases (% of total)",Canada,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by non-communicable diseases (% of total)",United Kingdom,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by non-communicable diseases (% of total)",Switzerland,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by non-communicable diseases (% of total)",Italy,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by non-communicable diseases (% of total)",Sweden,Health Outcomes,High-Income Countries,2007,1700.0
"Cause of death, by non-communicable diseases (% of total)",Brazil,Health Outcomes,Middle-Income Countries,2007,1700.0
"Cause of death, by non-communicable diseases (% of total)",India,Health Outcomes,Middle-Income Countries,2007,1700.0
